symbol,horizon,weighted_score,technical_score,fundamental_score,news_sentiment,data_quality,price_source,recommendation,reasons,news_headlines,trend,current_price,entry_zone,stop_loss,take_profit_1,take_profit_2,tp1_pct,tp2_pct,risk_reward,position_size,rebalance,rsi
PIBTL,very_long_term,52.8,80,46,0,LIVE,yfinance(PIBTL.KA),HOLD,ROE 11.8% (fair) | D/E 17 (low leverage) | P/E 13.8 (fair),,Bullish,PKR 16.69,PKR 15.35 - 16.02,PKR 13.35 (-20.0%),PKR 21.70 (+30.0%),PKR 30.04 (+80.0%),+30.0%,+80.0%,1 : 4.0,Allocate 8.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Annually,53.1
BOP,very_long_term,52.8,60,51,0,LIVE,yfinance(BOP.KA),HOLD,ROE 20.2% (excellent) | P/E 5.9 (deep value) | Div yield 7.3% (solid),,Bullish,PKR 34.00,PKR 31.28 - 32.64,PKR 27.20 (-20.0%),PKR 44.20 (+30.0%),PKR 61.20 (+80.0%),+30.0%,+80.0%,1 : 4.0,Allocate 8.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Annually,50.7
HUMNL,very_long_term,52.4,70,48,0,LIVE,yfinance(HUMNL.KA),HOLD,ROE 0.9% (weak) | D/E 1 (low leverage) | P/E 9.2 (value),,BEARISH,PKR 11.00,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
SSOM,long_term,52.2,30,67,0,LIVE,yfinance(SSOM.KA),HOLD,ROE 29.6% (excellent) | D/E 8 (low leverage) | P/E 4.9 (deep value),,BEARISH,PKR 413.47,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
IBFL,very_long_term,52.0,80,45,0,LIVE,yfinance(IBFL.KA),HOLD,ROE -0.8% (weak) | D/E 24 (low leverage) | P/E 1.0 (deep value),,BEARISH,PKR 231.01,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
PAEL,very_long_term,51.8,75,46,0,LIVE,yfinance(PAEL.KA),AVOID,ROE 8.6% (weak) | D/E 18 (low leverage) | P/E 11.1 (value),,BEARISH,PKR 40.42,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
ISL,swing,51.8,50,56,0,LIVE,yfinance(ISL.KA),AVOID,ROE 12.5% (fair) | D/E 7 (low leverage) | P/E 11.8 (value),,Bearish,PKR 77.46,PKR 76.69 - 78.23,PKR 73.32 (-5.3%),PKR 80.91 (+4.5%),PKR 83.21 (+7.4%),+4.5%,+7.4%,1 : 1.39,Allocate 2.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Weekly,48.0
CPHL,long_term,51.4,55,49,0,LIVE,yfinance(CPHL.KA),AVOID,ROE 13.3% (fair) | D/E 3 (low leverage) | P/E 15.9 (fair),,BEARISH,PKR 76.38,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
PSO,long_term,51.2,40,62,-3,LIVE,yfinance(PSO.KA),AVOID,ROE 15.9% (good) | D/E 12 (low leverage) | P/E 3.7 (deep value),"Oil industry opposes windfall tax in upcoming budget | Govt mulls scrapping export tax in budget | Solar panels, fertilizers may escape tax hike in upcoming budget The federal government is reportedly planning a series of tax relief measures in the ",BEARISH,PKR 348.21,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
CNERGY,long_term,51.0,60,45,0,LIVE,yfinance(CNERGY.KA),AVOID,ROE 7.0% (weak) | D/E 33 (low leverage) | P/E 2.9 (deep value),,Bullish,PKR 8.37,PKR 8.12 - 8.29,PKR 7.37 (-11.9%),PKR 10.04 (+20.0%),PKR 11.72 (+40.0%),+20.0%,+40.0%,1 : 3.35,Allocate 5.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Quarterly,51.2
SHFA,swing,50.4,45,63,0,LIVE,yfinance(SHFA.KA),AVOID,ROE 16.9% (good) | D/E 13 (low leverage) | P/E 11.3 (value),,Bearish,PKR 474.80,PKR 470.05 - 479.55,PKR 446.92 (-5.9%),PKR 498.04 (+4.9%),PKR 513.52 (+8.2%),+4.9%,+8.2%,1 : 1.39,Allocate 2.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Weekly,45.0
SSGC,long_term,50.2,85,27,0,LIVE,yfinance(SSGC.KA),AVOID,ROE -16.9% (weak) | D/E 1105 (very high leverage) | P/E 1.0 (deep value),,BEARISH,PKR 27.27,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
CPHL,very_long_term,50.2,55,49,0,LIVE,yfinance(CPHL.KA),AVOID,ROE 13.3% (fair) | D/E 3 (low leverage) | P/E 15.9 (fair),,BEARISH,PKR 76.38,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
LCI,swing,50.2,40,74,0,LIVE,yfinance(LCI.KA),AVOID,ROE 17.3% (good) | D/E 30 (low leverage) | P/E 1.0 (deep value),,Bearish,PKR 225.62,PKR 223.36 - 227.88,PKR 216.42 (-4.1%),PKR 233.28 (+3.4%),PKR 238.40 (+5.7%),+3.4%,+5.7%,1 : 1.39,Allocate 2.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Weekly,43.5
NML,swing,49.6,55,37,0,LIVE,yfinance(NML.KA),AVOID,ROE 7.4% (weak) | D/E 20 (low leverage) | P/E 9.8 (value),"Idrees Textile shifts to value-added products Idrees Textile Mills Limited is charting a new course. The Company's Board of Directors, convening on Ju | Idrees Textile shifts to value-added products",Bearish,PKR 141.19,PKR 139.78 - 142.60,PKR 132.46 (-6.2%),PKR 148.47 (+5.2%),PKR 153.31 (+8.6%),+5.2%,+8.6%,1 : 1.39,Allocate 2.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Weekly,44.2
PGLC,swing,49.5,45,60,0,LIVE,yfinance(PGLC.KA),AVOID,ROE 27.4% (excellent) | P/E 10.2 (value) | Div yield 28.7% (high income),,Bearish,PKR 13.77,PKR 13.63 - 13.91,PKR 11.88 (-13.7%),PKR 15.34 (+11.4%),PKR 16.39 (+19.0%),+11.4%,+19.0%,1 : 1.39,Allocate 2.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Weekly,48.1
JVDC,long_term,49.2,60,42,0,LIVE,yfinance(JVDC.KA),AVOID,ROE 15.2% (good) | P/E 12.7 (fair) | Div yield 3.8% (moderate),,Bullish,PKR 132.47,PKR 128.50 - 131.15,PKR 116.57 (-12.0%),PKR 158.96 (+20.0%),PKR 185.46 (+40.0%),+20.0%,+40.0%,1 : 3.33,Allocate 5.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Quarterly,51.9
GADT,very_long_term,49.0,65,45,0,LIVE,yfinance(GADT.KA),AVOID,ROE 5.1% (weak) | D/E 23 (low leverage) | P/E 7.0 (deep value),,BEARISH,PKR 304.91,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
AICL,very_long_term,49.0,45,50,0,LIVE,yfinance(AICL.KA),AVOID,ROE 11.0% (fair) | P/E 5.7 (deep value) | Div yield 5.4% (solid),,BEARISH,PKR 73.99,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
INIL,very_long_term,49.0,85,40,0,LIVE,yfinance(INIL.KA),AVOID,ROE 6.1% (weak) | D/E 7 (low leverage) | P/E 14.5 (fair),,BEARISH,PKR 161.61,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
BNWM,very_long_term,48.2,45,49,0,LIVE,yfinance(BNWM.KA),AVOID,ROE -2.8% (weak) | D/E 8 (low leverage) | P/E 1.0 (deep value),,BEARISH,PKR 63.16,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
AICL,long_term,48.0,45,50,0,LIVE,yfinance(AICL.KA),AVOID,ROE 11.0% (fair) | P/E 5.7 (deep value) | Div yield 5.4% (solid),,BEARISH,PKR 73.99,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
PKGS,very_long_term,48.0,100,35,0,LIVE,yfinance(PKGS.KA),AVOID,ROE -1.2% (weak) | D/E 92 (moderate) | P/E 26.2 (expensive),,Bullish,PKR 754.73,PKR 694.35 - 724.54,PKR 603.78 (-20.0%),PKR 981.15 (+30.0%),"PKR 1,358.51 (+80.0%)",+30.0%,+80.0%,1 : 4.0,Allocate 8.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Annually,57.6
CNERGY,very_long_term,48.0,60,45,0,LIVE,yfinance(CNERGY.KA),AVOID,ROE 7.0% (weak) | D/E 33 (low leverage) | P/E 2.9 (deep value),,Bullish,PKR 8.37,PKR 7.70 - 8.04,PKR 6.70 (-20.0%),PKR 10.88 (+30.0%),PKR 15.07 (+80.0%),+30.0%,+80.0%,1 : 4.01,Allocate 8.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Annually,51.2
PSEL,swing,47.5,55,30,0,LIVE,yfinance(PSEL.KA),AVOID,ROE 6.0% (weak) | D/E 3 (low leverage) | P/E 40.6 (expensive),,Bearish,PKR 853.79,PKR 845.25 - 862.33,PKR 802.35 (-6.0%),PKR 896.66 (+5.0%),PKR 925.24 (+8.4%),+5.0%,+8.4%,1 : 1.39,Allocate 2.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Weekly,49.6
BNWM,long_term,47.4,45,49,0,LIVE,yfinance(BNWM.KA),AVOID,ROE -2.8% (weak) | D/E 8 (low leverage) | P/E 1.0 (deep value),,BEARISH,PKR 63.16,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
UPFL,swing,46.9,40,63,0,LIVE,yfinance(UPFL.KA),AVOID,ROE 54.2% (excellent) | D/E 21 (low leverage) | P/E 25.9 (expensive),,Bearish,"PKR 25,999.99","PKR 25,739.99 - 26,259.99","PKR 25,165.85 (-3.2%)","PKR 26,695.11 (+2.7%)","PKR 27,158.52 (+4.5%)",+2.7%,+4.5%,1 : 1.39,Allocate 2.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Weekly,50.9
AICL,swing,46.5,45,50,0,LIVE,yfinance(AICL.KA),AVOID,ROE 11.0% (fair) | P/E 5.7 (deep value) | Div yield 5.4% (solid),,Bearish,PKR 73.99,PKR 73.25 - 74.73,PKR 68.75 (-7.1%),PKR 78.35 (+5.9%),PKR 81.27 (+9.8%),+5.9%,+9.8%,1 : 1.39,Allocate 2.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Weekly,44.5
KEL,swing,46.5,60,15,0,LIVE,yfinance(KEL.KA),AVOID,ROE 3.2% (weak) | D/E 196 (high) | P/E 818.0 (expensive),"Top EU diplomat says Pakistan a major regional power, ‘important partner’ | Seven years on, Bajaur solar power  project still incomplete | 'No sufficient outcome' yet of talks to secure discounts from Chinese power producers: Leghari",Bullish,PKR 8.18,PKR 8.10 - 8.26,PKR 7.69 (-6.0%),PKR 8.58 (+4.9%),PKR 8.86 (+8.3%),+4.9%,+8.3%,1 : 1.39,Allocate 2.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Weekly,50.6
BNWM,swing,46.2,45,49,0,LIVE,yfinance(BNWM.KA),AVOID,ROE -2.8% (weak) | D/E 8 (low leverage) | P/E 1.0 (deep value),,Bearish,PKR 63.16,PKR 62.53 - 63.79,PKR 58.37 (-7.6%),PKR 67.15 (+6.3%),PKR 69.81 (+10.5%),+6.3%,+10.5%,1 : 1.39,Allocate 2.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Weekly,46.6
SNGP,very_long_term,45.8,45,46,0,LIVE,yfinance(SNGP.KA),AVOID,ROE 19.4% (good) | D/E 292 (very high leverage) | P/E 4.3 (deep value),,BEARISH,PKR 98.17,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
JVDC,very_long_term,45.6,60,42,0,LIVE,yfinance(JVDC.KA),AVOID,ROE 15.2% (good) | P/E 12.7 (fair) | Div yield 3.8% (moderate),,Bullish,PKR 132.47,PKR 121.87 - 127.17,PKR 105.98 (-20.0%),PKR 172.21 (+30.0%),PKR 238.45 (+80.0%),+30.0%,+80.0%,1 : 4.0,Allocate 8.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Annually,51.9
SNGP,long_term,45.6,45,46,0,LIVE,yfinance(SNGP.KA),AVOID,ROE 19.4% (good) | D/E 292 (very high leverage) | P/E 4.3 (deep value),,BEARISH,PKR 98.17,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
FFL,very_long_term,45.4,75,38,0,LIVE,yfinance(FFL.KA),AVOID,ROE 10.8% (fair) | D/E 3 (low leverage) | P/E 38.0 (expensive),,BEARISH,PKR 18.23,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
SNGP,swing,45.3,45,46,0,LIVE,yfinance(SNGP.KA),AVOID,ROE 19.4% (good) | D/E 292 (very high leverage) | P/E 4.3 (deep value),,Bearish,PKR 98.17,PKR 97.19 - 99.15,PKR 93.42 (-4.8%),PKR 102.13 (+4.0%),PKR 104.77 (+6.7%),+4.0%,+6.7%,1 : 1.39,Allocate 2.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Weekly,45.3
PSO,swing,44.6,40,62,-3,LIVE,yfinance(PSO.KA),AVOID,ROE 15.9% (good) | D/E 12 (low leverage) | P/E 3.7 (deep value),"Oil industry opposes windfall tax in upcoming budget | Govt mulls scrapping export tax in budget | Solar panels, fertilizers may escape tax hike in upcoming budget The federal government is reportedly planning a series of tax relief measures in the ",Bearish,PKR 348.21,PKR 344.73 - 351.69,PKR 334.21 (-4.0%),PKR 359.88 (+3.4%),PKR 367.66 (+5.6%),+3.4%,+5.6%,1 : 1.39,Allocate 2.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Weekly,41.3
DCR,long_term,44.6,65,31,0,LIVE,yfinance(DCR.KA),AVOID,ROE 6.7% (weak) | P/E 15.6 (fair) | Div yield 6.2% (solid),,Bullish,PKR 36.03,PKR 34.95 - 35.67,PKR 31.71 (-12.0%),PKR 43.24 (+20.0%),PKR 50.44 (+40.0%),+20.0%,+40.0%,1 : 3.34,Allocate 5.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Quarterly,51.3
NML,long_term,44.2,55,37,0,LIVE,yfinance(NML.KA),AVOID,ROE 7.4% (weak) | D/E 20 (low leverage) | P/E 9.8 (value),"Idrees Textile shifts to value-added products Idrees Textile Mills Limited is charting a new course. The Company's Board of Directors, convening on Ju | Idrees Textile shifts to value-added products",BEARISH,PKR 141.19,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
SEARL,swing,41.7,45,34,0,LIVE,yfinance(SEARL.KA),AVOID,ROE 6.6% (weak) | D/E 1 (low leverage) | P/E 19.5 (slightly rich),,Bearish,PKR 88.71,PKR 87.82 - 89.60,PKR 84.07 (-5.2%),PKR 92.58 (+4.4%),PKR 95.16 (+7.3%),+4.4%,+7.3%,1 : 1.39,Allocate 2.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Weekly,47.8
MTL,swing,41.5,25,80,0,LIVE,yfinance(MTL.KA),AVOID,ROE 97.4% (excellent) | D/E 29 (low leverage) | P/E 15.7 (fair),,Bearish,PKR 284.79,PKR 281.94 - 287.64,PKR 251.15 (-11.8%),PKR 312.83 (+9.8%),PKR 331.52 (+16.4%),+9.8%,+16.4%,1 : 1.39,Allocate 2.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Weekly,18.4
SSOM,swing,41.1,30,67,0,LIVE,yfinance(SSOM.KA),AVOID,ROE 29.6% (excellent) | D/E 8 (low leverage) | P/E 4.9 (deep value),,Bearish,PKR 413.47,PKR 409.34 - 417.60,PKR 389.76 (-5.7%),PKR 433.23 (+4.8%),PKR 446.40 (+8.0%),+4.8%,+8.0%,1 : 1.39,Allocate 2.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Weekly,41.5
MEHT,very_long_term,41.0,25,45,0,LIVE,yfinance(MEHT.KA),AVOID,ROE 6.4% (weak) | D/E 44 (low leverage) | P/E 6.1 (deep value),,BEARISH,PKR 220.00,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
NML,very_long_term,40.6,55,37,0,LIVE,yfinance(NML.KA),AVOID,ROE 7.4% (weak) | D/E 20 (low leverage) | P/E 9.8 (value),"Idrees Textile shifts to value-added products Idrees Textile Mills Limited is charting a new course. The Company's Board of Directors, convening on Ju | Idrees Textile shifts to value-added products",BEARISH,PKR 141.19,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
PTC,long_term,40.0,85,10,0,LIVE,yfinance(PTC.KA),AVOID,ROE -7.6% (weak) | D/E 216 (very high leverage) | P/E 282.9 (expensive),,Bullish,PKR 62.25,PKR 56.29 - 61.63,PKR 54.78 (-12.0%),PKR 74.70 (+20.0%),PKR 87.15 (+40.0%),+20.0%,+40.0%,1 : 3.33,Allocate 5.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Quarterly,66.4
PSEL,long_term,40.0,55,30,0,LIVE,yfinance(PSEL.KA),AVOID,ROE 6.0% (weak) | D/E 3 (low leverage) | P/E 40.6 (expensive),,BEARISH,PKR 853.79,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
SSGC,very_long_term,38.6,85,27,0,LIVE,yfinance(SSGC.KA),AVOID,ROE -16.9% (weak) | D/E 1105 (very high leverage) | P/E 1.0 (deep value),,BEARISH,PKR 27.27,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
SEARL,long_term,38.4,45,34,0,LIVE,yfinance(SEARL.KA),AVOID,ROE 6.6% (weak) | D/E 1 (low leverage) | P/E 19.5 (slightly rich),,BEARISH,PKR 88.71,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
DCR,very_long_term,37.8,65,31,0,LIVE,yfinance(DCR.KA),AVOID,ROE 6.7% (weak) | P/E 15.6 (fair) | Div yield 6.2% (solid),,Bullish,PKR 36.03,PKR 33.15 - 34.59,PKR 28.82 (-20.0%),PKR 46.84 (+30.0%),PKR 64.85 (+80.0%),+30.0%,+80.0%,1 : 4.0,Allocate 8.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Annually,51.3
MEHT,long_term,37.0,25,45,0,LIVE,yfinance(MEHT.KA),AVOID,ROE 6.4% (weak) | D/E 44 (low leverage) | P/E 6.1 (deep value),,BEARISH,PKR 220.00,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
SEARL,very_long_term,36.2,45,34,0,LIVE,yfinance(SEARL.KA),AVOID,ROE 6.6% (weak) | D/E 1 (low leverage) | P/E 19.5 (slightly rich),,BEARISH,PKR 88.71,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
HGFA,swing,36.0,45,15,0,PARTIAL (2/7 fields),yfinance(HGFA.KA),AVOID,ROE 5.4% (weak) | P/E 9.3 (value) | EPS growth 8.0% (positive),,Bearish,PKR 15.00,PKR 14.85 - 15.15,PKR 13.99 (-6.7%),PKR 15.84 (+5.6%),PKR 16.40 (+9.3%),+5.6%,+9.3%,1 : 1.39,Allocate 2.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Weekly,48.5
PSEL,very_long_term,35.0,55,30,0,LIVE,yfinance(PSEL.KA),AVOID,ROE 6.0% (weak) | D/E 3 (low leverage) | P/E 40.6 (expensive),,BEARISH,PKR 853.79,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
KEL,long_term,33.0,60,15,0,LIVE,yfinance(KEL.KA),AVOID,ROE 3.2% (weak) | D/E 196 (high) | P/E 818.0 (expensive),"Top EU diplomat says Pakistan a major regional power, ‘important partner’ | Seven years on, Bajaur solar power  project still incomplete | 'No sufficient outcome' yet of talks to secure discounts from Chinese power producers: Leghari",Bullish,PKR 8.18,PKR 7.93 - 8.10,PKR 7.20 (-12.0%),PKR 9.82 (+20.0%),PKR 11.45 (+40.0%),+20.0%,+40.0%,1 : 3.34,Allocate 5.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Quarterly,50.6
MEHT,swing,31.0,25,45,0,LIVE,yfinance(MEHT.KA),AVOID,ROE 6.4% (weak) | D/E 44 (low leverage) | P/E 6.1 (deep value),,Bearish,PKR 220.00,PKR 217.80 - 222.20,PKR 197.64 (-10.2%),PKR 238.63 (+8.5%),PKR 251.05 (+14.1%),+8.5%,+14.1%,1 : 1.39,Allocate 2.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Weekly,35.0
HGFA,long_term,27.0,45,15,0,PARTIAL (2/7 fields),yfinance(HGFA.KA),AVOID,ROE 5.4% (weak) | P/E 9.3 (value) | EPS growth 8.0% (positive),,BEARISH,PKR 15.00,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
TPLRF1,very_long_term,25.0,N/A,25,0,PARTIAL (3/7 fields),dps.psx.com.pk-spot,AVOID [FUND-ONLY],ROE -1.0% (weak) | P/E 1.0 (deep value) | EPS growth 78.3% (strong),,,,,,,,,,,,,
PTC,very_long_term,25.0,85,10,0,LIVE,yfinance(PTC.KA),AVOID,ROE -7.6% (weak) | D/E 216 (very high leverage) | P/E 282.9 (expensive),,Bullish,PKR 62.25,PKR 53.64 - 59.76,PKR 49.80 (-20.0%),PKR 80.92 (+30.0%),PKR 112.05 (+80.0%),+30.0%,+80.0%,1 : 4.0,Allocate 8.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Annually,66.4
TPLRF1,long_term,25.0,N/A,25,0,PARTIAL (3/7 fields),dps.psx.com.pk-spot,AVOID [FUND-ONLY],ROE -1.0% (weak) | P/E 1.0 (deep value) | EPS growth 78.3% (strong),,,,,,,,,,,,,
TPLRF1,swing,25.0,N/A,25,0,PARTIAL (3/7 fields),dps.psx.com.pk-spot,AVOID [FUND-ONLY],ROE -1.0% (weak) | P/E 1.0 (deep value) | EPS growth 78.3% (strong),,,,,,,,,,,,,
KEL,very_long_term,24.0,60,15,0,LIVE,yfinance(KEL.KA),AVOID,ROE 3.2% (weak) | D/E 196 (high) | P/E 818.0 (expensive),"Top EU diplomat says Pakistan a major regional power, ‘important partner’ | Seven years on, Bajaur solar power  project still incomplete | 'No sufficient outcome' yet of talks to secure discounts from Chinese power producers: Leghari",Bullish,PKR 8.18,PKR 7.53 - 7.85,PKR 6.54 (-20.0%),PKR 10.63 (+30.0%),PKR 14.72 (+80.0%),+30.0%,+80.0%,1 : 3.99,Allocate 8.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Annually,50.6
HGFA,very_long_term,21.0,45,15,0,PARTIAL (2/7 fields),yfinance(HGFA.KA),AVOID,ROE 5.4% (weak) | P/E 9.3 (value) | EPS growth 8.0% (positive),,BEARISH,PKR 15.00,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
